# ang                   flam                  
  521.3399738681975     3168684.277210291     
  545.9105452886421     3168680.7981295297    
  571.6378639135788     3168684.7120956546    
  598.5789573764598     3168681.233014416     
  626.7883988161086     3096556.710131312     
  656.3287177836901     3096553.7352293227    
  687.2597525307644     3096557.1351175443    
  719.6500653407761     3026067.633205748     
  753.5652675460924     3026070.955703139     
  789.0805361889851     2957185.9892356405    
  826.2678126584957     3026071.371015569     
  865.2095269350854     3026068.0485177226    
  905.9845611763096     3096557.9850901826    
  948.6832980505137     3168682.537669433     
  993.3944115244752     3318014.611519729     
  1040.210459988988     3395304.98658965      
  1089.2352167323002    3474388.146824589     
  1140.5679885943223    3555321.1126030507    
  1194.3225607129655    3474388.385245392     
  1250.6078208633562    3474392.43840155      
  1309.5485319573002    3318015.5222801347    
  1371.2640870555626    3168683.8423249866    
  1435.8912859586096    3026066.3872701675    
  1503.561040542843     2824092.563398961     
  1574.423348793535     2635593.8104941174    
  1648.6217527161677    2459682.1214615665    
  1726.3207218166112    2295506.3917752476    
  1807.6776467602829    2142293.7059075055    
  1892.8728647584594    1999302.7511657674    
  1982.0789512288884    1865859.9346340885    
  2075.4936419743203    1701682.7661990128    
  2173.3061621608854    1588104.4994594662    
  2275.733324765851     1516626.424225608     
  2382.9826110398158    1415399.7804026331    
  2495.2917516641146    1351694.87179993      
  2612.8882452861526    1290860.055133994     
  2736.0327583916724    1232760.4828648802    
  2864.9747382652963    1150480.3614554708    
  3000.0                1073689.5634967913    
  3141.3889552999617    979215.4636891452     
  3289.4342994966514    893056.1759301501     
  3444.464192541215     795936.3680891658     
  3606.7926702350082    725903.3562804713     
  3776.779552777704     646961.4079762035     
  3954.7691735480503    576605.5790563548     
  4141.156067514868     525870.0069396277     
  4336.317788686993     479599.7151276109     
  4540.686936017358     437399.63689051935    
  4754.677489208156     398913.68300397636    
  4978.763783537284     363813.2353712637     
  5213.399738681975     339530.66175474826    
  5459.1054528864215    309655.28852578497    
  5716.378639135789     282409.31447869074    
  5985.789573764598     263559.4353076359     
  6267.883988161085     245968.26278293665    
  6563.287177836902     229550.67068215084    
  6872.597525307645     214229.39999261254    
  7196.500653407762     195379.33754500985    
  7535.652675460924     182338.81926303683    
  7890.80536188985      170168.31165196298    
  8262.678126584955     155195.50747165136    
  8652.095269350855     144836.72532903223    
  9059.845611763094     135169.65414183858    
  9486.832980505138     126147.53087062053    
  9933.944115244753     117727.60421548347    
  10402.104599889883    107368.96371759307    
  10892.352167323       102536.45624154242    
  11405.679885943222    95692.70014641015     
  11943.225607129654    91385.72285195363     
  12506.078208633562    85286.21814210842     
  13095.485319573       81447.62016644135     
  13712.640870555626    79593.7351232682      
  14358.912859586098    77781.87682409117     
  15035.610405428431    76011.44070694146     
  15744.233487935351    76011.35724960781     
  16486.217527161676    74281.21070845204     
  17263.20721816611     76011.35724960781     
  18076.776467602827    76011.45113911462     
  18928.728647584594    76011.3676817695      
  19820.789512288888    76011.45113911461     
  20754.936419743208    76011.37811393263     
  21733.061621608853    76011.4615712892      
  22757.33324765851     76011.37811393262     
  23829.826110398157    74281.2412925806      
  24952.91751664114     74281.15973493241     
  26128.882452861526    72590.39540393374     
  27360.32758391672     70937.9599434108      
  28649.747382652964    69323.2924716841      
  30000.0               66203.16056825056     
  31413.889552999615    64696.13191841423     
  32894.342994966515    61784.39687645832     
  34444.64192541216     60377.947335336925    
  36067.92670235008     57660.55790563549     
  37767.79552777704     55065.347264642995    
  39547.6917354805      52587.05843231954     
  41411.56067514868     51389.97554505028     
  43363.177886869926    49077.10168130095     
  45406.86936017358     46868.218848068165    
  47546.77489208155     44758.85262898613     
  49787.63783537284     42744.3273652615      
  52133.99738681975     40820.562340310425    
  54591.05452886421     38983.29330225769     
  57163.78639135789     37228.79859301958     
  59857.89573764598     35553.18916832256     
  62678.83988161085     33953.070835355786    
  65632.87177836902     32424.8967432755      
  68725.97525307645     30965.571351175437    
  71965.00653407762     29571.859892356402    
  75356.52675460924     28240.93919971022     
  78908.05361889851     26355.95076519522     
  82626.78126584957     25169.766319054615    
  86520.95269350852     24036.914890710726    
  90598.45611763097     22955.10172333227     
  94868.32980505137     21422.925298334307    
  99339.44115244751     20458.713266490773    
  104021.04599889883    19093.201745621187    
  108923.52167323       18233.84689126919     
  114056.79885943222    17016.83583613898     
  119432.25607129655    16250.93493191526     
  125060.78208633563    15166.272568219943    
  130954.85319573001    14483.66259386536     
  137126.40870555627    13516.956138523226    
  143589.12859586097    12908.579291703023    
  150356.1040542843     12047.001161881732    
  157442.3348793535     11242.904042442839    
  164862.17527161675    10736.902266092267    
  172632.07218166112    10020.248500129523    
  180767.76467602828    9351.45089134579      
  189287.28647584593    8727.272755786376     
  198207.89512288885    8144.774312738991     
  207549.36419743203    7778.190884956434     
  217330.61621608853    7259.038544128256     
  227573.33247658508    6774.521949102237     
  238298.26110398155    6322.358235315083     
  249529.17516641138    5766.053416481095     
  261288.8245286152     5381.200412385241     
  273603.27583916724    5022.023245173406     
  286497.47382652963    4686.830246957356     
  300000.0              4274.435083100886     
  314138.89552999614    3989.1308076746272    
  328943.42994966515    3638.1348502866213    
  344446.41925412155    3318.0150668999004    
  360679.2670235008     3026.068879141842     
  377677.9552777704     2824.0888812780777    
  395476.917354805      2575.6027251645755    
  414115.6067514867     2348.9752304731746    
  433631.77886869933    2142.2934118889266    
  454068.69360173575    1909.318602297557     
  475467.74892081553    1741.3213259277663    
  497876.3783537284     1588.1023198706494    
  521339.9738681975     1415.3993918902615    
  545910.5452886422     1261.4747893136594    
  571637.8639135789     1124.2916386687539    
  598578.9573764597     1002.0249875356284    
  626788.3988161085     893.0567887667924     
  656328.7177836902     777.8189817440517     
  687259.7525307644     660.5094480798555     
  719650.0653407762     592.7596406399682     
  753565.2675460924     531.9602379039633     
  789080.5361889852     470.845822359134      
  826267.8126584956     411.98282430704865    
  865209.5269350853     356.35156458860973    
  905984.5611763096     306.8168513571885     
  948683.2980505138     264.1671397446905     
  993394.4115244753     226.4009712423168     
  1040210.4599889881    193.14290389846803    
  1089235.2167323001    166.29467468670217    
  1140567.9885943222    144.50365405315094    
  1194322.5607129654    125.56782242428176    
  1250607.8208633563    109.36513588927856    
  1309548.5319573001    95.03387338358404     
  1371264.0870555628    82.77112259448784     
  1435891.28595861      71.924772731749       
  1503561.0405428433    62.64391810413816     
  1574423.348793535     54.43504245726503     
  1648621.7527161676    47.41097227224303     
  1726320.7218166112    41.19822588825713     
  1807677.6467602828    35.8821988442411      
  1892872.8647584592    31.252058525045978    
  1982078.9512288887    27.156825210762896    
  2075493.6419743206    23.652583124164337    
  2173306.162160885     20.55318748992179     
  2275733.324765851     17.901050837888146    
  2382982.611039816     15.555326545363764    
  2495291.7516641137    13.54810996065621     
  2612888.245286152     11.772781426313907    
  2736032.758391672     10.253654067712919    
  2864974.738265296     8.910032084199624     
  2999999.9999999995    7.760306032642556     
  3141388.955299962     6.7589337603241555    
  3289434.299496651     5.8732541844861395    
  3444464.1925412156    5.115385606740514     
  3606792.670235008     4.445071440544414     
  3776779.5527777034    3.871491638818561     
  3954769.1735480498    3.3641777348626802    
  4141156.0675148675    2.930073486158697     
  4336317.7886869935    2.5461200725236184    
  4540686.936017358     2.2175757361946964    
  4754677.489208156     1.9269871970579133    
  4978763.7835372845    1.678334065336511     
  5213399.738681975     1.458407926715729     
  5459105.45288642      1.2702189761825589    
  5716378.63913579      1.1063158399765523    
  5985789.573764598     0.9613433910592195    
  6267883.988161085     0.8372961206908721    
  6563287.177836902     0.7275762154890167    
  6872597.525307644     0.6336931718692937    
  7196500.653407762     0.5506538505180961    
  7535652.675460923     0.4796000442404784    
  7890805.361889851     0.4167528984237133    
  8262678.126584956     0.3629770468930773    
  8652095.269350853     0.31541243837575533   
  9059845.611763095     0.274712936650933     
  9486832.980505137     0.23871448055490732   
  9933944.115244752     0.20791142007383573   
  1.0402104599889882E7  0.18108349950099076   
  1.0892352167323E7     0.15735418330342493   
  1.140567988594322E7   0.13704993291655349   
  1.1943225607129654E7  0.11909087334984393   
  1.2506078208633564E7  0.1037238851921406    
  1.3095485319573E7     0.09013187976014668   
  1.3712640870555626E7  0.07850168209987528   
  1.4358912859586097E7  0.06821480085217003   
  1.503561040542843E7   0.059412680898852696  
  1.574423348793535E7   0.05162717074805662   
  1.6486217527161676E7  0.04496544126856148   
  1.7263207218166113E7  0.039073157916061294  
  1.807677646760283E7   0.034031339738252425  
  1.8928728647584595E7  0.029640029191139762  
  1.9820789512288887E7  0.02575604846093417   
  2.0754936419743206E7  0.022432558756198463  
  2.1733061621608857E7  0.01949301170825845   
  2.2757333247658506E7  0.016977687052577954  
  2.3829826110398155E7  0.01475295883350503   
  2.495291751664114E7   0.012849277573085266  
  2.6128882452861525E7  0.011165529349725065  
  2.7360327583916716E7  0.009724760130098055  
  2.8649747382652964E7  0.0084504342610326    
  3.0E7                 0.007360013449405152  
  3.1413889552999616E7  0.006410297542366235  
  3.2894342994966514E7  0.005570302683762071  
  3.444464192541215E7   0.004851526135029276  
  3.606792670235008E7   0.004215790120768692  
  3.776779552777703E7   0.003671796150383335  
  3.95476917354805E7    0.0031906465119581396 
  4.141156067514867E7   0.002778934255319562  
  4.336317788686992E7   0.002414787275957078  
  4.5406869360173576E7  0.002103189762738272  
  4.754677489208155E7   0.0018275912315167512 
  4.978763783537284E7   0.0015917638820060543 
  5.213399738681974E7   0.0013831802393096755 
  5.459105452886422E7   0.0012046984628014457 
  5.716378639135789E7   0.0010492497882515443 
  5.985789573764598E7   9.117558176485795E-4  
  6.267883988161084E7   7.941070966258542E-4  
  6.5632871778369024E7  6.900470920191102E-4  
  6.872597525307645E7   6.010066315689966E-4  
  7.196500653407761E7   5.222499897210686E-4  
  7.535652675460924E7   4.54861285250529E-4   
  7.890805361889851E7   3.9525614176331433E-4 
  8.262678126584956E7   3.442541315159235E-4  
  8.652095269350852E7   2.991429787965369E-4  
  9.059845611763096E7   2.6054296311568746E-4 
  9.486832980505137E7   2.2640109553174472E-4 
  9.933944115244754E7   1.9718692041160099E-4 
  1.0402104599889882E8  1.7174283928836283E-4 
  1.0892352167323E8     1.4923761206717538E-4 
  1.1405679885943222E8  1.299806862013553E-4  
  1.1943225607129656E8  1.1294798259957213E-4 
  1.2506078208633564E8  9.837370137457596E-5  
  1.3095485319573E8     8.54826915928926E-5   
  1.3712640870555624E8  7.445240350389444E-5  
  1.43589128595861E8    6.469614079762035E-5  
  1.503561040542843E8   2.9436003403073854E-5 
  1.574423348793535E8   2.778934255319563E-5  
  1.6486217527161676E8  2.623488293077384E-5  
  1.7263207218166113E8  2.482438430285797E-5  
  1.8076776467602828E8  2.3598213540675865E-5 
  1.8928728647584593E8  2.243253412620167E-5  
  1.9820789512288886E8  2.1373660437878387E-5 
  2.0754936419743207E8  2.0411665739593984E-5 
  2.1733061621608853E8  1.9493011708258455E-5 
  2.275733324765851E8   1.8658572458011594E-5 
  2.3829826110398158E8  1.7818818710022802E-5 
  2.4952917516641137E8  1.6977687052577954E-5 
  2.612888245286152E8   1.621358377690311E-5  
  2.7360327583916724E8  1.5448226722806336E-5 
  2.864974738265296E8   1.4719030426212896E-5 
  3.0E8                 1.4024223286645463E-5 
  3.141388955299962E8   1.3331484281445769E-5 
  3.289434299496651E8   1.2702189761825588E-5 
  3.4444641925412154E8  1.2074753780551396E-5 
  3.606792670235008E8   1.1531313505788789E-5 
  3.776779552777704E8   1.101230729770077E-5  
  3.95476917354805E8    1.0516683833040814E-5 
  4.141156067514867E8   1.0043344503994991E-5 
  4.336317788686994E8   9.591330492282585E-6  
  4.5406869360173583E8  9.159639855581085E-6  
  4.754677489208155E8   8.747398141148693E-6  
  4.978763783537284E8   8.353691566646605E-6  
  5.213399738681975E8   7.977722621625747E-6  
  5.45910545288642E8    7.61865792661512E-6   
  5.716378639135789E8   7.2757701433767785E-6 
  5.985789573764597E8   6.948299220733115E-6  
  6.267883988161086E8   6.635581818268979E-6  
  6.563287177836903E8   6.3369247610110425E-6 
  6.872597525307646E8   6.051723075257367E-6  
  7.196500653407761E8   5.779344577863177E-6  
  7.535652675460924E8   5.519237526206316E-6  
  7.890805361889851E8   5.270825362355647E-6  
  8.262678126584957E8   5.033604891015032E-6  
  8.652095269350854E8   4.807050285055568E-6  
  9.059845611763097E8   4.590702624872556E-6  
  9.486832980505137E8   4.384082350382687E-6  
  9.933944115244751E8   4.1867617281070476E-6 
  1.0402104599889882E9  3.998330975377929E-6  
  1.0892352167323E9     3.8183724132271365E-6 
  1.1405679885943222E9  3.64652150917538E-6   
  1.1943225607129655E9  3.4823973354428357E-6 
  1.250607820863356E9   3.3256674344278927E-6 
  1.3095485319573E9     3.1759843958358237E-6 
  1.3712640870555625E9  3.0330450147037006E-6 
  1.4358912859586098E9  2.8965324490491986E-6 
  1.503561040542843E9   2.7661701726352917E-6 
  1.5744233487935352E9  2.6416692221143545E-6 
  1.6486217527161674E9  2.522777402538702E-6  
  1.7263207218166113E9  2.4092311761799735E-6 
  1.8076776467602825E9  2.3008005384920475E-6 
  1.892872864758459E9   2.1972451401889686E-6 
  1.9820789512288885E9  2.098355214613147E-6  
  2.0754936419743207E9  2.0039115605913065E-6 
  2.1733061621608853E9  1.9137228686411857E-6 
  2.275733324765851E9   1.8275892248991976E-6 
  2.382982611039816E9   1.7453361530285221E-6 
  2.495291751664114E9   1.6667813294026164E-6 
  2.6128882452861524E9  1.5917656296971124E-6 
  2.736032758391672E9   1.5201227727737264E-6 
  2.8649747382652965E9  1.4517076355110824E-6 
  3.0E9                 1.3863685676953651E-6 
  3.141388955299961E9   1.3239703081240876E-6 
  3.289434299496651E9   1.2643832721396872E-6 
  3.444464192541215E9   1.2074753780551399E-6 
  3.606792670235008E9   1.1531313505788789E-6 
  3.776779552777704E9   1.101230729770077E-6  
  3.9547691735480494E9  1.0516683833040814E-6 
  4.141156067514867E9   1.0043344503994994E-6 
  4.336317788686994E9   9.591330492282586E-7  
  4.540686936017358E9   9.159639855581085E-7  
  4.754677489208155E9   8.747398141148694E-7  
  4.978763783537285E9   8.353691566646605E-7  
  5.213399738681975E9   7.977722621625747E-7  
  5.459105452886421E9   7.618657926615119E-7  
  5.71637863913579E9    7.275770143376778E-7  
  5.985789573764598E9   6.948299220733114E-7  
  6.267883988161085E9   6.635581818268979E-7  
  6.563287177836903E9   6.336924761011043E-7  
  6.872597525307646E9   6.051723075257367E-7  
  7.196500653407763E9   5.779344577863176E-7  
  7.535652675460924E9   5.519237526206316E-7  
  7.890805361889851E9   5.270825362355647E-7  
  8.262678126584957E9   5.033604891015031E-7  
  8.652095269350853E9   4.807050285055569E-7  
  9.059845611763096E9   4.590702624872556E-7  
  9.486832980505138E9   4.384082350382687E-7  
  9.933944115244753E9   4.1867617281070473E-7 
  1.0402104599889881E10 3.9983309753779293E-7 
  1.0892352167322998E10 3.818372413227137E-7  
  1.1405679885943222E10 3.64652150917538E-7   
  1.1943225607129656E10 3.4823973354428356E-7 
  1.2506078208633562E10 3.325667434427893E-7  
  1.3095485319573002E10 3.1759843958358234E-7 
  1.3712640870555626E10 3.0330450147037004E-7 
  1.4358912859586098E10 2.896532449049199E-7  
  1.5035610405428432E10 2.766170172635292E-7  
  1.574423348793535E10  2.641669222114355E-7  
  1.6486217527161674E10 2.522777402538702E-7  
  1.726320721816611E10  2.4092311761799735E-7 
  1.8076776467602825E10 2.3008005384920475E-7 
  1.8928728647584595E10 2.1972451401889686E-7 
  1.9820789512288887E10 2.098355214613147E-7  
  2.0754936419743206E10 2.0039115605913065E-7 
  2.1733061621608852E10 1.9137228686411856E-7 
  2.275733324765851E10  1.8275892248991976E-7 
  2.382982611039816E10  1.7453361530285224E-7 
  2.495291751664114E10  1.6667813294026164E-7 
  2.6128882452861523E10 1.5917656296971127E-7 
  2.7360327583916718E10 1.5201227727737264E-7 
  2.8649747382652966E10 1.4517076355110823E-7 
  3.0E10                1.386368567695365E-7  
